id,citation,title,summary,court,date
760,SC-759,Supreme Court Judgment,"Page 1 of 11          THE NATIONAL TARIFF COMMISSION ACT, 2015                 CONTENTS              1.   Short title, extent and commencement.   2.   Definitions.   3.   Continuation of National Tariff Commission.   4.   Constitution of the Commission.   5.   Qualification and eligibility of members.   6.   Disqualification.   7.   Term of office.   8.   Function of the Commission.   9.   Power of Commission to make inquiries on application.   10.   Power of Commissio n to access information.  ",Supreme Court of Pakistan,Unknown
761,SC-760,Supreme Court Judgment,"THE VACCINATION ACT, 1880 CONTENTS S E C T I O N S : 1 . S h o r t   t i t l e .   A p p l i c a t i o n . 2 . I n t e r p r e t a t i o n ­ c l a u s e . 3 . E x t e n s i o n   o f   A c t   t o   m u n i c i p a l i t i e s . 4 . E x t e n s i o n   t o   c a n t o n m e n t s . 5 . P o w e r   t o   w i t h d r a w   l o c a l   a r e a   f r o m   o p e r a t i o n   o f   A c t . 6 . P r o h i b i t i o n   o f   i n o c u l a t i o n .   I n o c u l a t e d   p e r s o n s   n o t   t o  ",Supreme Court of Pakistan,Unknown
762,SC-761,Supreme Court Judgment,"     Page 1 of 2         THE MARTIAL LAW REGULATION NO. 60 (REPEAL) ACT, 1989           CONTENTS     1.  Short title and commencement   2 . Repeal of M.L.R. No. 60                                               Page 2 of 2   THE MARTIAL LAW REGULATION NO. 60 (REPEAL) ACT, 1989   ACT NO. VI OF 1989   An Act to repeal Martial Law Regulation No. 60   WHEREAS  it is expedient to repeal martial Law Regulation N o. 60;   It is hereby enacted  as follows: —   1. Short title and commencement. —(1) This A",Supreme Court of Pakistan,Unknown
763,SC-762,Supreme Court Judgment,"THE PAKISTAN COLLEGE OF PHYSICIANS AND SURGEONS ORDINANCE, I962 CONTENTS 1 Short title, extent and commencement 2 Definitions 3 Establishment of the College 4 Fellows of the College 5 Functions of the College 6 The Council 7 Election of Office­bearers 8 Secretary 9 Powers of the Council 10 Expulsion of Fellows 11 The Executive Committee 12 Funds 13 Common seal 14 Accounts and Audit 15 Budget and Annual Report 16 Meeting of the College 17 The President, etc., of the Council to be public servant 1",Supreme Court of Pakistan,Unknown
764,SC-763,Supreme Court Judgment,"  Page 1 of 8       THE NATIONAL INSTITUTE OF ELECTRONICS ORDINANCE,  1979       CONTENTS   CHAPTER I     PRELIMINARY   1  Short title, extent and commencement   2  Definitions   3  Establishment of the institute   CHAPTER II     FUNCTIONS OF THE INSTITUTE   4  The functio ns of the institute shall be to   CHAPTER III     ADMINISTRATION OF INSTITUTE   5  The Governing Body   6  The Director  General and Directors   7  Executive c ommittee of the Governing Body   8  Meeting of the Govern ing Body",Supreme Court of Pakistan,Unknown
765,SC-764,Supreme Court Judgment,"THE GWADUR (APPLICATION OF CENTRAL LAWS) ORDINANCE, 1960 CONTENTS 1. Short title 2. Application of Central laws 3. Savings Page 1 of 5  THE GWADUR (APPLICATION OF CENTRAL LAWS) ORDINANCE, 1960 ORDINANCE No. XXXVII OF 1960 [31st August, 1960] An Ordinance for applying to Gwadur all Central laws which are or may hereafter be in force in the Mekran District in the Kalat Division of the Province of West Pakistan WHEREAS Gwadur, being ceded to Pakistan on the eighth day of Septem ber, 1958, became on",Supreme Court of Pakistan,Unknown
766,SC-765,Supreme Court Judgment,"THE REGISTRATION OF FOREIGNERS ACT, 1939 CONTENTS . 1 Short title and extent. 2 Definitions. 3 Power to make rules. 4 Burden of proof. 5 Penalties. 6 Power to exempt from application of Act. 7 Protection to persons acting under this Act. 8 Application of other laws not barred. 9 Application of Act to Acceding States. Page 1 of 5  THE REGISTRATION OF FOREIGNERS ACT, 1939. 1ACT NO. XVI OF 1939  [8th April, 1939]  An Act to provide for the registration of foreigners in 2[Pakistan] WHEREAS it is exp",Supreme Court of Pakistan,Unknown
767,SC-766,Supreme Court Judgment,"  Page 1 of 14        THE BANKS (NATIONALIZATION) ACT, 1974     CONTENTS   SECTIONS:   1.  Short title, extent and Commencement.   2.  Act to override other laws.   3.  Definitions.   4.  Punishment for contravention of section 3, etc.   5  Transfer and vesting of ownership, etc. of banks.   5A.  Sales of shares.   5B.  Section 5 A to have effect notwithstanding any other law, etc.   6.  Compensation for transfer of ownership of shares in a bank.   6A. Registration of certain shares.   7.  Asses",Supreme Court of Pakistan,Unknown
768,SC-767,Supreme Court Judgment,"    Page 1 of 12          THE PROHIBITION  (ENFORCEMENT OF HADD) ORDER  (4 OF  1979)   CONTENTS     1. Short title, extent and commencement.   2. Definitions.   3. Prohibition of manufacture, etc., of intoxicants .  4. Owing or possessing intoxicant .  5. Article 3 or Article 4 not to apply to certain acts.   6. Drinking .  7. Two kinds of drinking .  8. Drinking liable to Hadd .  9. Proof of drinking liable to Hadd .  10. Cases in which Hadd shall not be enforced .  11. Drinking liable to Tazir",Supreme Court of Pakistan,Unknown
769,SC-768,Supreme Court Judgment,THIS LAW HAS BEEN REPEALED  ,Supreme Court of Pakistan,Unknown
770,SC-769,Supreme Court Judgment,"U pdated  till  17.04.202 3         THE PROBATION OF OFFENDERS ORDINANCE, 1960             CONTENTS           1.   Short title, extent and commencement.   2.   Definitions.   3.   Courts empowered under the Ordinance   4.   Conditional discharges, etc .    5.   Power of Court to make a probation order in certain   ca ses .    6.   Order for p a yment of costs and compensation .    7.   Failure to observe conditions of the bond .    8.   Powers of Court in appeal and revision .   9.   Provisions ",Supreme Court of Pakistan,Unknown
771,SC-770,Supreme Court Judgment,"THE PREVENTION AND CONTROL OF HUMAN TRAFFICKING ORDINANCE,2002 CONTENTS SECTION. 1 Short title, extent and commencement. 2 Definitions. 3 Punishment for human traf ficking. 4 Of fences committed by or ganized criminal groups. 5 Repetition of commission of of fences. 6 Compensation etc., to the victim. 7Proceedings under the ordinance to be in addition to and not in derogation of any other law . 8 Of fences to be cognizable etc. 9 Investigation. 10 Cognizance of of fences etc. 1 1 Indemnity . 12 ",Supreme Court of Pakistan,Unknown
772,SC-771,Supreme Court Judgment,"  Page 1 of 6          THE  FEDERAL  PUBLIC  SERVICE  COMMISSION    ORDINANCE,  1977 .                                                                                                        CONTENTS                         ________      SECTIONS:   1.  Short  title and commencement.   2.        Definition s.   3.        Composition  of commission,  etc.   4.        Term  of office  members, etc.    4 A     Oath  of office.   5.        Ineligibility  for further  employment .   5 A.    Appointmen",Supreme Court of Pakistan,Unknown
773,SC-772,Supreme Court Judgment,"THE DEVELOPMENT OF INDUSTRIES (GOVERNMENT CONTROL) ACT, 1949 CONTENTS 1 Short title extent and commencement. 2 Definitions. 3 Declaration. 3 A Power to regulate industry. 4 Power to make rules. 5 Rules to be subject to previous publication. SCHEDULE. Page 1 of 5  THE DEVELOPMENT OF INDUSTRIES (GOVERN MENT CONTROL) ACT, 1949. 1ACT NO. XIII OF 1949 [21st March,1949] An Act to make provision for certain matters connected with the development of industries under 2[Government Control]. WHEREAS it is ",Supreme Court of Pakistan,Unknown
774,SC-773,Supreme Court Judgment,"THE EMPLOYEES' SOCIAL INSURANCE ORDINANCE, 1962 CONTENTS PREAMBLE. CHAPTER I. Preleminary 1. Short title and extent, commencement and application. 2. Definitions. CHAPTER II. ORGANIZATION. 3. Establishment and incorporation of Employees, Social Insurance Institution. 4. Management. 5. Governing Body. 6. Powers and functions of the Governing Body. 7. Meetings of the Governing Body. 8. Head Office. 9. Provincial institutions. 10. Authentication of orders, etc. 11. Supersession of the Governing Bod",Supreme Court of Pakistan,Unknown
775,SC-774,Supreme Court Judgment,"THE SUGAR EXPORT SUBSIDY FUND ORDINANCE, 1970 CONTENTS 1 Short title, extent and commencement 2 Definitions 3 Levy of sales­tax and excise duty 4 Sugar export Subsidy Fund 5 Registration of contracts 6 Power to call for information, etc 7 Penalty 8 Offences by companies, etc 9 Cognizance of offences 10 Protection of action taken in good faith 11 Power to make rules Page 1 of 5  THE SUGAR EXPORT SUBSIDY FUND ORDINANCE, 1970. *ORDINANCE NO. XX OF 1970 [31st October, 1970] An Ordinance to provide f",Supreme Court of Pakistan,Unknown
776,SC-775,Supreme Court Judgment,"  Page 1 of 7            THE COVID -19 (PREVENTION OF HOARDING) ACT, 2021          CONTENTS   ___________ __      1. Short title, extent, application and comme ncement.  2. Definitions.  3. Offence of hoarding   4. Power to search  for and seizure of scheduled article.   5. Power to auction seized Scheduled articles.   6. Cognizance of offence and arrest without warrant   7. Offences by corporations etc .  8. Power to try offences summarily   9. Appeal   10. Reward for informers   11. Informatio",Supreme Court of Pakistan,Unknown
777,SC-776,Supreme Court Judgment,"U pdated  till 19.04.2023     THE COMPULSO R Y   S ER VI C E IN THE  A R M E D   F O R C E S  O R DIN A N C E , 1971     CONTENTS     1.   Short title, extent, application and commencement .   2.   Definitions .   3.   Liability to be called up, etc .   4.   Call up notice .   5.   Obligation to comply with call up notice or directi on .   6.   Applicability of service law .   7.   Grant of Commission .   8.   Procedure for seeking exemption .   9.   Reinstatement of persons released under the o",Supreme Court of Pakistan,Unknown
778,SC-777,Supreme Court Judgment,"THE JUDICIAL OFFICERS´ PROTECTION ACT, 1850 CONTENTS S E C T I O N S : 1 . N o n ­ l i a b i l i t y   t o   s u i t   o f   o f f i c e r s   a c t i n g   j u d i c i a l l y ,   f o r   o f f i c i a l   a c t s   d o n e   i n   g o o d f a i t h ,   a n d   o f   o f f i c e r s   e x e c u t i n g   w a r r a n t s   a n d   o r d e r s . Page 1 of 3  1[THE JUDICIAL OFFICERS` PROTECTION ACT, 1850] ACT No. XVIII OF 1850 [ 4 t h   A p r i l ,   1 8 5 0 ] An Act for the protection of Judicial",Supreme Court of Pakistan,Unknown
779,SC-778,Supreme Court Judgment,"    Page 1 of 12     THE FISCAL RESPONSIBILIT Y AND DEBT LIMITATION ACT,  2005                 CONTENTS              __________     CHAPTER  I    PRELIMINARY   1.  Short title, extent and commencement   2.  Definitions   CHAPTER II      PRINCIPLES OF SOUND FISCAL AND   DEBT MANAGEMENT   3.  Principles of s ound fiscal and debt management     CHAPTER – III    ECONOMIC POLICY STATEMENTS   4.  Economic policy statements to be laid before the National Assembly   5.  The medium term budgetary stateme",Supreme Court of Pakistan,Unknown
780,SC-779,Supreme Court Judgment,"  Page 1 of 122    THE  CANTONMENTS  ORDINANCE,  2002               CONTENTS     CHAPTER I    PRELIMINARY   1 Short  title, extent  and commencement.   2 Definitions.     CHAPTER  II  DECLARATION  OF CANTONMENTS  AND  DELIMITATION  OF LOCAL AREAS   3 Definition  of cantonments.   4 Alteration  of limits  of cantonments.   5 Effect  of including  area in cantonment.   6 Disposal  of cantonment  fund  when  area ceases  to be a cantonment.   7 Disposal  of cantonment  fund  when  area ceases  to b",Supreme Court of Pakistan,Unknown
781,SC-780,Supreme Court Judgment,"THE TEA ORDINANCE, 1959 CONTENTS CHAPTER I. PRELIMINARY 1. Short title, extent and commencement. 2. Definitions. CHAPTER II. PAKISTAN TEA BOARD 3. Constitution of Pakistan Tea Board. 4. Functions of the Board. 5. Control of the Board. 6. Imposition of tea cess. 7. Application of proceeds of cess. 8. Keeping of accounts and audit and annual reports. CHAPTER III. TEA DEVELOPMENT COMMITTEE 9. Constitution of tea Development Committee. 10. Functions of the Committee. 11. Grants and loans by Governme",Supreme Court of Pakistan,Unknown
782,SC-781,Supreme Court Judgment,"  Page 1 of 9            THE  PRIME MINISTER'S  SALARY,  ALL OWANCES  AND   PRIVILEGES ACT, 1975               CONTENTS     1. Short title and commencement.  2. Definitions.  3.  Salary.   4.  Equipment allowance.   5.  Allowances on taking up and laying down the office.  6.  Official residence, railway saloons, rivercraft, aircraft and official cars.  7.  Discretionary grant, sumptuary allowance and other allowances.  8.  Payment of further amounts.  9.  Payment on account of deferred pay, etc.",Supreme Court of Pakistan,Unknown
783,SC-782,Supreme Court Judgment,"  Page 1 of 4      THE PAKISTAN INSTITUTE OF INTERNATIONAL AFFAIRS  (ADMINISTRATION) ORDINANCE, 1980               CONTENTS   1. Short title and commencement.   2. Definitions.   3. Ordinance to over ride other laws.   4. Dissolution of Council of the Institute, etc.   5. Appointment of  Administrator and Managing Committee, etc.   6. Future Management of the Institute.   7. Continuance in service of employees.   8. Bar of jurisdiction.   9.  Indemnity.   10.  Power to make rules.   11. Removal ",Supreme Court of Pakistan,Unknown
784,SC-783,Supreme Court Judgment,"THE COTTON CLOTH AND YARN (CONTRACTS) ORDINANCE, 1944 CONTENTS 1 Short title extent, and commencement. 2 Sales in pursuance of contracts. Page 1 of 3  THE COTTON CLOTH AND YARN (CONTRACTS) ORDINANCE, 1944. 1ORDINANCE No. II OF 1944. [13th January, 1944]  An Ordinance to regulate the prices which may be charged in sales of cotton cloth and yarn under contracts. WHEREAS an emergency has arisen which makes it necessary to regulate the prices which may be charged in sales of cotton cloth and yarn un",Supreme Court of Pakistan,Unknown
785,SC-784,Supreme Court Judgment,"  Page 1 of 7    THE  PAKISTAN  FISH  INSPECTION  AND  QUALITY  CONTROL   ACT,  1997       CONTENTS       1 Short  title, extent  and commencement.   2 Definitions.   3 Registration  of fish processing  plants,  etc.  4 Registration  of fish exporters.   5 Constitution  and functions  of Inspection  Committee.   6 Inspection  of fish processing  plant.   7 Fish Export.   8 Handling  of fish and fishery  products.   9 Quality  evaluation  of fish and fishery  products.   10 Powers,  duties  and f",Supreme Court of Pakistan,Unknown
786,SC-785,Supreme Court Judgment,"  Page 1 of 16        THE REGISTERED DESIGNS ORDINANCE,  2000         CONTENTS     CHAPTER I  PRELIMINARY   1.  Short title, extent and commencement   2.  Definitions     CHAPTER  II  REGISTERABLE  DESIGNS  AND  PROCEEDINGS    FOR  REGISTRATION   3.  Registerable designs   4.  Establishment of Patent Office   5.  Proceedings for registration   6.  Registration of same design in respect of other articles, etc   CHAPTER  III  EFFECT  OF REGISTRATION,  ETC   7.  Registration of designs   8.  Infrin",Supreme Court of Pakistan,Unknown
787,SC-786,Supreme Court Judgment,"THE COCONUT COMMITTEE ACT, 1944 CONTENTS 1 Short title and extent. 2 Definitions. 3 Imposition of coconut cess. 4 to 8[Omitted.] 9 [Omitted.] 10 Delivery of monthly returns. 11 Collection of cess by Collector. 12 Fianlity of assessment and recovery of unpaid duty. 13 Power to inspect mills and take copies of records and accounts. 14 Information acquired to be confidential. 15 [Omitted.] 16 and 17[Omitted.] 18 Power of the Federal Government to make rule. 18 APenalty for contravention of rules. 1",Supreme Court of Pakistan,Unknown
788,SC-787,Supreme Court Judgment,"  THE   COPYRIGHT ORDINANCE, 1962  [XXXIV of 1962]    with     COPYRIGHT RULES, 1967    THE INTERNATIONAL COPYRIGHT   ORDER, 1968    COPYRIGHT BOARD (PROCEDURE)  REGULATIONS, 1981                                 COPYRIGHT ORDINANCE, 1962  ----------    CHAPTER I    PRELIMINARY     S e c t i o n s          P a g e s     1. Short title, extent and commencement     1 2. Definitions         1 3. Meaning of copyright       5 4. Meaning of publication      7 5. When work not deemed to be published or ",Supreme Court of Pakistan,Unknown
789,SC-788,Supreme Court Judgment,THIS LAW HAS BEEN REPEALED  ,Supreme Court of Pakistan,Unknown
790,SC-789,Supreme Court Judgment,"  Page 1 of 5           THE PUBLICATION OF THE HOLY QURAN (ELIMINATION OF  PRINTING ERRORS) ACT, 1973                     CONTENTS     1 Short title, extent and commencement    2 Definitions    3 Registration of publishers and recording companies   4 Committee of Ulema   5 Publishing of the Holy Quran       5A.          Literal distortion of the text of Ayah       5B.          Translation or interpretation of the Holy Quran contrary to belief of Muslims   6 Penalty    7 Offences by Corporations ",Supreme Court of Pakistan,Unknown
791,SC-790,Supreme Court Judgment,"   NATURAL GAS REGULATORY AUTHORITY ORDINANCE,  2000   ORDINANCE NO. I OF 2000 AN ORDINANCE     F.No.2 ( 1)/2000 -Pub :___The following Ordinance promulgated by the President is  hereby published for general information: -  to provide for the establishment of Natural Gas Regulatory Authority   WHEREAS  it is expedient to foster competition, improve the efficiency and availability  of natural gas transportation and distribution services in Pakistan through increased private  ownershi p and improv",Supreme Court of Pakistan,Unknown
792,SC-791,Supreme Court Judgment,"  Page 1 of 23   U    THE PAKISTAN SOVEREIGN WEALTH FUND ACT, 2023         CONTENTS   PART  I   PRELIMINARY   1.  Short  title, extent  and commencement   2.  Definitions   PART  II  PAKISTAN  SOVEREIGN  WEALTH  FUND   3.  The Fund   4.  Objectives  of the Fund   5.  Business,  which  the Fund  can transact   6.  Expenditure  charged  upon  the Fund   7.  Borrowing  and lending   8.  Winding  up of the Fund   9.  Transfer  of assets  to the Fund   10.  Establishment  of entities   PART  III  THE",Supreme Court of Pakistan,Unknown
793,SC-792,Supreme Court Judgment,THIS LAW HAS BEEN REPEALED  ,Supreme Court of Pakistan,Unknown
794,SC-793,Supreme Court Judgment,"  Page 1 of 6          THE TRAVEL AGENCIES ACT, 1976.                 CONTENTS     1. Short title , extent , and commencement   2. Definition   3. Committee   4. Licensing of Travel agencies   5. Exemption from application   6. Prohibition to act without license, etc   7. Business guarantee fund   8. Service charges   9. Alterations   10. Discontinuance of business, etc   11. Suspension or cancellation of licence   12. Complaints   13. Appeal and review   14. Penalty   15. Delegation of powers  ",Supreme Court of Pakistan,Unknown
795,SC-794,Supreme Court Judgment,"THE STANDARD TIME (INTERPRETATION OF REFERENCES) ORDINANCE, 1943 CONTENTS . 1 Short title and commencement. 2 Interpretation of references to Standard Time. Page 1 of 3  THE STANDARD TIME (INTERPRETATION OF REFERENCE) ORDINANCE, 1943. 1ORDINANCE No. VI OF 1943. [20thJanuary, 1943] An Ordinance to provide for the interpretation in enactments in force in 2[Pakistan] of references to 3* Standard Time. WHEREAS an emergency has arisen which makes it necessary to provide for the interpretation in enac",Supreme Court of Pakistan,Unknown
796,SC-795,Supreme Court Judgment,"THE IMPORT OF GOODS (PRICE EQUALIZATION SURCHARGE) ACT, 1967   1ACT No. III OF 1967   [3rd June, 196 7]   An Act to levy an additional duty for equalization of prices of certain imported  goods .   Whereas it is expedient to levy an additional duty for equalization  of prices of certain  goods imported at different prices under different conditions and from different countries and to  provide for matters ancillary thereto;    It is hereby enacted as follows:__    1. Short title, extent and comme",Supreme Court of Pakistan,Unknown
797,SC-796,Supreme Court Judgment,"  Page 1 of 4      THE  TRAN SFER OF EVACUEE  LAND (KATCHI ABAD I) ACT,  1972         CONTENTS   1.  Short title, extent and commencement.   2.  Definitions.   3.  Act to override other laws, etc.   4.  Cancellation of allotments and transfers of evacuee land.   5.  Conferment of propriet ary rights on occupants of evacuee land.   6.  Resumption of land.   7.  Preparation of scheme.   8.  Penalty.   9.  Prosecution.   10.  Bar of jurisdiction.   11.  Validation.   12.  Delegation of power.   13.",Supreme Court of Pakistan,Unknown
798,SC-797,Supreme Court Judgment,"                THE DIPLOMATIC AND CONSULAR OFFICERS (OATHS AND  FEES) ACT, 1948             CONTENTS     1.  Short title and commencement.   2.  Definitions .  3.  Powers as to oaths and notarial acts a broad.   4.  Powers to fix fees.   5.  Exhibition of tables of fees.   6.  Penalty for taking excessive fees.   7.  Punishments for offence under this Act.   8.  Trail of offences.   9.  Power to make rules.     Updated till 12.04.2023   THE  DIPLOMATIC  AND  CONSULAR  OFFICERS  (OATHS  AND  FEE",Supreme Court of Pakistan,Unknown
799,SC-798,Supreme Court Judgment,"  Page 1 of 5       THE FEDERAL  GOVERNMENT LANDS AND BUILDINGS  (RECOVERY OF POSSESSION) ORDINANCE, 1965     CONTENTS     1.  Short title, extent and commencement   2.  Definitions   3.  Eviction of outgoing lessees on licensees from land or building   4.  Revocation of license and re covery of possession of building in certain cases   5.  Eviction of unauthorized occupants   6.  Mode of recovery of possession   7.  Recovery of cost of demolition and removal of structures   8.  Recovery of arre",Supreme Court of Pakistan,Unknown
800,SC-799,Supreme Court Judgment,"  Page 1 of 13            NATIONAL EDUCATION FOUNDATION ORDINANCE 2002                      CONTENTS   1.  Short title and commencement   2.  Definitions   3.  Establishment of the Foundation   4.  Objectives of the Foundation   5.  Functions of the Foundation   6.  Cardinal Principles   7.  Authorities of the Foundation.   8.  Filling in  casual vacancy   9.  Resignation by a member of the Board of Governors   10.  Foundations Fund   11.  Appointment of officers, employees etc .  12.  Committee",Supreme Court of Pakistan,Unknown
801,SC-800,Supreme Court Judgment,"THE PHARMACY ACT, 1967 CONTENTS PREAMBLE. 1. Short title, extent and commencement. 2. Definitions. 3. Establishment of Pharmacy Councils. 4. Composition of Central Council. 5. Composition of the Provincial Council. 6. Disqualification for membership. 7. Publication of names. 8. Term of office. 9. Filling of casual vacancy. 10. Vacancy etc., not to invalidate the proceedings of a Council. 11. Election of Vice­President. 12. Committees of a Council 13. Meetings of a Council. 14. Annual report. 15.",Supreme Court of Pakistan,Unknown
802,SC-801,Supreme Court Judgment,"                               THE NATIONAL DEFEN CE UNIVERSITY ACT, 2011                         CONTENTS    CHAPTER_I  PRELIMINARY  1.  Short  title and commencement.     2.  Definitions.   CHAPTER_II  THE UNIVERSITY    3.  Estab lishment  and incorporat ion of the University.     4.  Purposes  and powers  of the University.     5.  University open  to all classes,  creeds,  etc.    6.  Teaching at the University.     CHAPTER -III  OFF ICERS OF THE UNIVERSITY  7. Principal Officers .    8.  Th",Supreme Court of Pakistan,Unknown
803,SC-802,Supreme Court Judgment,"  Page 1 of 16               THE SBP BAN KING  SERVICES  COR PORATION ORDINANCE, 2001               CONTENTS     _____________________       PART I   PRELIMINARY    Sections:   1. Short  title, extent  and commencement.      2. Definitions.     PART  II  ESTABLISHMENT  AND OPERATION OF THE BANK     3. Establishment and incorporation of the Bank .     4. Bank to be a subsidiary of the State Bank .    5. Business and functions of the Bank .    6. Share capital and limited liability .    7. Board o",Supreme Court of Pakistan,Unknown
804,SC-803,Supreme Court Judgment,"  Page 1 of 10            THE  FEDERAL  MINISTERS  AND MINISTERS OF STATE   (SALARIE S, ALLOWANCES  AND PRIVIL EGES) ACT, 1975             CONTENTS    1. Short title and commencement.   2. Definitions.   3. Salary.   4.  Equipment Allowance.   5.  Allowances on taking up and laying down th e office.   6.  Sumptuary Allowance.   7.  Transport.   8.  Official residence.   9.  Payment on account of non -availability of official residence.   10. Payment in case of own house.   10 A.  Residential T e",Supreme Court of Pakistan,Unknown
805,SC-804,Supreme Court Judgment,"THE FATAL ACCIDENTS ACT, 1855 CONTENTS S E C T I O N S : 1 . S u i t   f o r   c o m p e n s a t i o n   t o   t h e   f a m i l y   o f   a   p e r s o n   f o r   l o s s   o c c a s i o n e d   t o   i t   b y   h i s d e a t h   b y   a c t i o n a b l e   w r o n g . 2 . N o t   m o r e   t h a n   o n e   s u i t   t o   b e   b r o u g h t .   C l a i m   f o r   l o s s   t o   e s t a t e   m a y   b e   a d d e d . 3 . P l a i n t i f f   s h a l l   d e l i v e r   p a r t i c u l a r",Supreme Court of Pakistan,Unknown
806,SC-805,Supreme Court Judgment,"T H E   W I L D   B I R D S   A N D   A N I M A L S   P R O T E C T I O N   A C T ,   1 9 1 2 C O N T E N T S S E C T I O N S : 1 . S h o r t   t i t l e   a n d   e x t e n t . 2 . A p p l i c a t i o n   o f   A c t . 3 . C l o s e   t i m e . 4 . P e n a l i t i e s . 5 . C o n f i s c a t i o n . 6 . C o g n i z a n c e   o f   o f f e n c e s . 7 . P o w e r   t o   g r a n t   e x e m p t i o n . 8 . S a v i n g s . 9 . [ R e p e a l . ] T H E   S C H E D U L E . . Page 1 of 4  T H E   W I",Supreme Court of Pakistan,Unknown
807,SC-806,Supreme Court Judgment,"THE CLAIMS FOR MAINTENANCE (RECOVERY ABROAD) ORDINANCE, 1959.   ORDINANCE  NO. L OF 1959   [10th September , 1959]   An Ordinance to give effect to the United Nations Convention on the Recovery Abroad  of Claims for Maintenance.   WHEREAS the United Nations Conferenc e on Maintenance Obligations held at New  York from the 29th May, 1956, to the 20th June, 1956, adopted the Convention on the  Recovery Abroad of Maintenance;   AND WHEREAS   Article 13 of the said Convention provides that the Conve",Supreme Court of Pakistan,Unknown
808,SC-807,Supreme Court Judgment,THIS LAW HAS BEEN REPEALED  ,Supreme Court of Pakistan,Unknown
809,SC-808,Supreme Court Judgment,"  Page 1 of 21        THE FINANCIAL INSTITUTIONS (RECOVERY OF  FINANCES) ORDINANCE, 2001                                      CONTENTS                                                  __________________     SECTION S:  1. Short title, extent and commencement.   2. Definitions.   3. Duty of a customer.   4. Ordinance to override other laws.   5. Establishment of Banking Court.   6. Resignation and removal of Judges.   7. Powers of Banking Courts.   8. Suit for recovery of written off finances etc",Supreme Court of Pakistan,Unknown
810,SC-809,Supreme Court Judgment,"  Page 1 of 39               THE PAKISTAN  TELECO MM UNICATION    (RE-ORGANIZATION) ACT , 1996                    CONTENTS     _______ ____         CHA PTER  I  PRELIMINARY      SECTIONS:     1.      Short title, extent and commencement.    2.      Definitions.                                                             CHA PTER  II                               PAKISTAN  TELECO MM UNICATION  AUTHORITY   3. Establishment of Pakistan Telecommunication Authority.  4. Functions of the Authority.  5",Supreme Court of Pakistan,Unknown
811,SC-810,Supreme Court Judgment,"THE LAND REFORMS REGULATION (VALIDATION OF ORDERS) ORDINANCE,1978 CONTENTS 1 Short title, extent and commencement. 2 Validation. Page 1 of 3  LAND REFORMS REGULATION (VALIDATION OF ORDERS) ORDINANCE, 1978   1ORDINANCE No. XXIX OF 1978 [25th June, 1978] An Ordinance to validate certain orders passed by the Chairman or a Member of the Federal Land Commission. WHEREAS it is expedient to validate certain orders passed by the Chairman or a Member of the Federal Land Commission; AND WHEREAS the Presid",Supreme Court of Pakistan,Unknown
812,SC-811,Supreme Court Judgment,"    Page 1 of 30         THE QUAID -E-AZAM UNIVERSITY ACT, 1973           CONTENTS   1. Short title and commencement.   2. Definition s.  CHAPTER II.   THE UNIVERSITY   3. Incorporation.   4. Powers of the University.    5. University open to all classes, creeds, etc.   6. Teaching in the University.   7. [Omitted] .  CHAPTER III.   OFFICERS OF THE UNIVERSITY   8. Officers of the University.   9. Chancellor.   10. Visitation.   11. Pro­Chancellor.   12. Vice­Chancellor.   13. Powers and duties o",Supreme Court of Pakistan,Unknown
813,SC-812,Supreme Court Judgment,"  Page 1 of 19          THE MICROFINANCE INSTITUTIONS ORDINANCE, 2001           CONTENTS   PART I  PRELI MINARY    1. Short title, extent and commencement   2. Definitions   3. Applications of other laws   PART II  ESTABL ISHMENT  AND WINDI NG UP  4. Restrictions on establishment and operations  5. Name   6. Functions and powers   7. Prohibition and restrictions   8. Principal Office   9. Area of operation  10. Capitalization   11. Winding up   PART  III  LICEN SING     12. Existing microfinance",Supreme Court of Pakistan,Unknown
814,SC-813,Supreme Court Judgment,"T H E   B I L L S   O F   L A D I N G   A C T ,   1 8 5 6 C O N T E N T S S E C T I O N S : 1 . R i g h t s   u n d e r   b i l l s   o f   l a d i n g   t o   v e s t   i n   c o n s i g n e e   o r   e n d o r s e e . 2 . N o t   t o   a f f e c t   r i g h t   o f   s t o p p a g e   i n   t r a n s i t u   o r   c l a i m s   f o r   f r e i g h t . 3 . B i l l   o f   l a d i n g   i n   h a n d s   o f   c o n s i g n e e ,   e t c . ,   c o n c l u s i v e   e v i d e n c e   o f   t h e ",Supreme Court of Pakistan,Unknown
815,SC-814,Supreme Court Judgment,"THE PROVIDENT FUNDS ACT, 1925 CONTENTS 1 Short title, extent and commencement 2 Definitions 3 Protection of compulsory deposits 4 Provisions regarding repayments 5 Rights of nominees 6 Power to make deductions 7 Protection for acts done in good faith 8 Power to apply the act to the provident funds 9 Savings as to estates of soldiers 10 Repeal SCHEDULE. List of institutions Page 1 of 11  THE PROVIDENT FUNDS ACT, 1925 1ACT No. XIX OF 1925 [27th August, 1925] An Act to amend and consolidate the law",Supreme Court of Pakistan,Unknown
